X,Y
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
56.77,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
57.48,4
61.22,4
61.22,4
61.22,4
61.22,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.23,4
62.31,4
62.31,4
62.31,4
62.31,4
62.31,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.1,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.34,4
65.43,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.02,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.04,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.09,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.12,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.24,4
66.53,4
66.53,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
66.16,4
67.18,5
67.18,5
67.18,5
67.18,5
67.18,5
67.18,5
67.18,5
67.18,5
67.18,5
67.18,5
67.18,5
67.18,5
67.18,5
67.18,5
67.18,5
67.18,5
67.18,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.85,5
67.89,5
67.9,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.42,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.57,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.72,5
68.8,5
68.84,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.85,5
68.92,5
68.92,5
68.92,5
68.92,5
68.92,5
68.92,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
68.99,5
69.2,5
69.2,5
69.2,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.21,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.27,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.5,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.91,5
69.92,5
69.93,5
69.93,5
69.93,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
69.99,5
70.39,5
70.39,5
70.39,5
70.39,5
70.39,5
70.39,5
70.39,5
71.12,5
71.12,5
71.12,5
71.12,5
71.52,5
71.52,5
71.52,5
71.52,5
71.52,5
72.15,6
72.15,6
72.15,6
72.15,6
72.15,6
72.15,6
72.15,6
72.15,6
72.15,6
72.15,6
72.15,6
72.15,6
72.15,6
72.15,6
72.15,6
72.15,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.35,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.56,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
72.86,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.27,6
73.5,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
73.61,6
74.51,6
74.51,6
74.51,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.65,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
74.95,6
75.35,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
75.51,6
76.2,6
77.2,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
77.51,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.13,6
78.51,6
78.51,6
78.61,6
78.61,6
78.61,6
78.61,6
78.61,6
78.61,6
78.61,6
78.65,6
78.65,6
78.65,6
78.65,6
78.65,6
78.65,6
78.65,6
78.65,6
78.65,6
78.65,6
78.65,6
78.65,6
78.65,6
78.65,6
78.65,6
78.65,6